,emotion,text,hidden_emo_text,label
3024,joy,I got praise from my supervisor for an online learning module I made & positive feedback from peers.,I got praise from my supervisor for an online learning module I made & positive feedback from peers.,3
3012,joy,my boyfriend told me he loved me for the first time.,my boyfriend told me he loved me for the first time.,3
227,anger,"My surbodinate lied that I was misusing my company's fund for my selfish interest. I was really mad. However, the truth later surfaced that I was innocent of her accusations.","My surbodinate lied that I was misusing my company's fund for my selfish interest. I was really mad. However, the truth later surfaced that I was innocent of her accusations.",0
5693,surprise,I felt surprise for my birthday when my sister got me this purse that I wouldn't have picked for myself but I liked it very much! My sister usually doesn't give that great of gifts so it's nice when she gets me things that I like and I can use.,I felt ... for my birthday when my sister got me this purse that I wouldn't have picked for myself but I liked it very much! My sister usually doesn't give that great of gifts so it's nice when she gets me things that I like and I can use.,5
1123,disgust,I encountered a dead animal in a state of decay.,I encountered a dead animal in a state of decay.,1
6047,surprise,i learned my great grandad had a secret second family,i learned my great grandad had a secret second family,5
2485,joy,My first child was born.,My first child was born.,3
1997,fear,My children were born,My children were born,2
2622,joy,i felt joy when i won 500 pounds on a one pound scratch card and i only had 10 pounds to last me for 2 weeks so this made me very happy that i could go buy food for my kids and the joy on there faces made me happy. this was when i had nothing left.,i felt ... when i won 500 pounds on a one pound scratch card and i only had 10 pounds to last me for 2 weeks so this made me very ... that i could go buy food for my kids and the ... on there faces made me .... this was when i had nothing left.,3
4690,sadness,my husband died,my husband died,4
5864,surprise,I found out I was pregnant with baby number 3,I found out I was pregnant with baby number 3,5
525,anger,I was wrongly accused of stealing,I was wrongly accused of stealing,0
5125,sadness,The person I considered to be my closest friend turned their back on me with no explanation,The person I considered to be my closest friend turned their back on me with no explanation,4
1913,fear,"I got a flat tyre on my car 5 days before my paycheck was coming in, and I couldn't afford to pay for new tyres and to be able to eat for the following week.","I got a flat tyre on my car 5 days before my paycheck was coming in, and I couldn't afford to pay for new tyres and to be able to eat for the following week.",2
78,anger,I was being accused and demonized for things I did not do or characterizations that are not accurate.,I was being accused and demonized for things I did not do or characterizations that are not accurate.,0
4811,sadness,"My older dog at the time went to the bathroom in the house but not only that, there was blood mixed with it. My family knew something had changed with her more recently, like it was harder for her to stand up, so she would end up staying in the same place for very long periods of time and her eyes began to sink in her skull. Thats when we knew it was coming close to her time.","My older dog at the time went to the bathroom in the house but not only that, there was blood mixed with it. My family knew something had changed with her more recently, like it was harder for her to stand up, so she would end up staying in the same place for very long periods of time and her eyes began to sink in her skull. Thats when we knew it was coming close to her time.",4
1667,fear,when I worked my first shift on my own at my bar job.,when I worked my first shift on my own at my bar job.,2
1328,disgust,My best friend was treated badly my a set of her friends,My best friend was treated badly my a set of her friends,1
1369,disgust,my partner gave me an Infection,my partner gave me an Infection,1
2626,joy,I felt joy when my wife said yes because she accepted my marriage proposal,I felt ... when my wife said yes because she accepted my marriage proposal,3
2556,joy,i felt joy when she gave birth,i felt ... when she gave birth,3
4862,sadness,I separated with a partner,I separated with a partner,4
1107,disgust,I saw someone pick their nose and eat it.,I saw someone pick their nose and eat it.,1
4695,sadness,i felt sadness when my friends went out to eat without me because i felt alone and like they didnt care about me,i felt ... when my friends went out to eat without me because i felt alone and like they didnt care about me,4
4712,sadness,I felt sadness when I graduated high school because I remember that I'm growing up and that means leaving people behind.,I felt ... when I graduated high school because I remember that I'm growing up and that means leaving people behind.,4
228,anger,i felt anger when my upstairs neighbour ignored me telling him he had a leak and my bathroom was flooded as a result.,i felt ... when my upstairs neighbour ignored me telling him he had a leak and my bathroom was flooded as a result.,0
144,anger,A friend decided to cut all ties with me for a reason I didnt understand. It felt out of the blue and Id just moved to the same city as them so I also felt vulnerable.,A friend decided to cut all ties with me for a reason I didnt understand. It felt out of the blue and Id just moved to the same city as them so I also felt vulnerable.,0
407,anger,When my neighbour refuses to cut his tree which damages my property,When my neighbour refuses to cut his tree which damages my property,0
4950,sadness,I felt sadness when my grandad died unexpectedly when doctors said he would be out of hospital in a couple of days.,I felt ... when my grandad died unexpectedly when doctors said he would be out of hospital in a couple of days.,4
5709,surprise,I read that someone prominent in my workplace announced he was leaving.,I read that someone prominent in my workplace announced he was leaving.,5
5582,surprise,my cousin asked me to be a bridesmaid in her wedding and I did not expect her to,my cousin asked me to be a bridesmaid in her wedding and I did not expect her to,5
5515,surprise,I won a public speaking competition because I didn't think my speech was the best one,I won a public speaking competition because I didn't think my speech was the best one,5
2955,joy,I was diagnosed with PMDD because it meant I had answers,I was diagnosed with PMDD because it meant I had answers,3
1115,disgust,someone at work did not do there job properly and didn't care that it impacted severely on other,someone at work did not do there job properly and didn't care that it impacted severely on other,1
1720,fear,I hit a stronger person then myself out of anger,I hit a stronger person then myself out of anger,2
5142,sadness,my uncle died suddenly.,my uncle died suddenly.,4
331,anger,When my boyfriend fell asleep when I was busy telling him a story that I had been waiting al day to tell him and was excited to share but he fell asleep half way through even though Ive been travelling and on the road since 6.30am til 5,When my boyfriend fell asleep when I was busy telling him a story that I had been waiting al day to tell him and was excited to share but he fell asleep half way through even though Ive been travelling and on the road since 6.30am til 5,0
5721,surprise,I felt surprise when I got a prize for an event I didn't expect,I felt ... when I got a prize for an event I didn't expect,5
4809,sadness,I felt sad when my Nanna was diagnosed with alzheimers,I felt ... when my Nanna was diagnosed with alzheimers,4
2063,fear,when I overspent my budget,when I overspent my budget,2
2112,fear,Giving birth to our son,Giving birth to our son,2
1747,fear,I had to give a public speech,I had to give a public speech,2
4906,sadness,I felt sadness when my mom told me she has cancer while I was away from home was not able to be there to support her or be near her.,I felt ... when my mom told me she has cancer while I was away from home was not able to be there to support her or be near her.,4
2720,joy,I felt joy when I managed to get a photograph I taken to feature on the local news,I felt ... when I managed to get a photograph I taken to feature on the local news,3
492,anger,my voice was not being heard by people that I thought respected me.,my voice was not being heard by people that I thought respected me.,0
5720,surprise,i found out we would be in level 4 lockdown,i found out we would be in level 4 lockdown,5
5155,sadness,I had to leave my husband and dog in another country for an unknown amount of time due to immigration processes. They dropped me off at the airport to say goodbye.,I had to leave my husband and dog in another country for an unknown amount of time due to immigration processes. They dropped me off at the airport to say goodbye.,4
499,anger,I felt anger when I got a bad mark on an assignment because of unfair marking.,I felt ... when I got a bad mark on an assignment because of unfair marking.,0
2834,joy,I graduated school,I graduated school,3
2721,joy,My parents visited us,My parents visited us,3
141,anger,my friend broke my trust and a promise to me,my friend broke my trust and a promise to me,0
4760,sadness,my dad passed away,my dad passed away,4
1772,fear,When I found out I was pregnant as a single parent.,When I found out I was pregnant as a single parent.,2
5766,surprise,I fell out of my front door,I fell out of my front door,5
5029,sadness,I felt sadness when I lost my dad. I became very sad,I felt ... when I lost my dad. I became very ...,4
1748,fear,I was driving in very heavy rain and started to lose visibility,I was driving in very heavy rain and started to lose visibility,2
39,anger,I wasn't promoted to a supervisor role over a colleague who just started,I wasn't promoted to a supervisor role over a colleague who just started,0
1717,fear,When I was younger I used to go on hikes by myself a lot. I went to a large wooded area and after walking a while I heard a noise and then I saw dogs coming fast towards me. They started growling and barking . I started to run but I knew they would catch me. Luckily a tree nearby had limbs low enough for me to climb. I went up in the tree and four dogs came to the bottom of the tree and looked up at me and kept barking and growling. I was very scared. They kept me up in that tree for a couple hours then left. I waited awhile before I got down. Thank goodness they were gone. I got out of there as fast as possible.,When I was younger I used to go on hikes by myself a lot. I went to a large wooded area and after walking a while I heard a noise and then I saw dogs coming fast towards me. They started growling and barking . I started to run but I knew they would catch me. Luckily a tree nearby had limbs low enough for me to climb. I went up in the tree and four dogs came to the bottom of the tree and looked up at me and kept barking and growling. I was very .... They kept me up in that tree for a couple hours then left. I waited awhile before I got down. Thank goodness they were gone. I got out of there as fast as possible.,2
1397,disgust,A pigeon pooed on my head,A pigeon pooed on my head,1
2638,joy,I felt so much joy when I achieved my goals bothering me,I felt so much ... when I achieved my goals bothering me,3
1227,disgust,I felt disgust when I entered a house with poor home conditions because it was unsanitary,I felt ... when I entered a house with poor home conditions because it was unsanitary,1
4762,sadness,My boyfriend is moving away,My boyfriend is moving away,4
98,anger,my ex-partner belittled me,my ex-partner belittled me,0
6007,surprise,My brother came out to us,My brother came out to us,5
1117,disgust,i saw my ex girlfriend kiss another man,i saw my ex girlfriend kiss another man,1
5795,surprise,I found out from my girlfriend that she was pregnant,I found out from my girlfriend that she was pregnant,5
5085,sadness,I felt sadness when my best friend gas lit me to other friends and broke my trust,I felt ... when my best friend gas lit me to other friends and broke my trust,4
4886,sadness,When my SO started using drugs again,When my SO started using drugs again,4
1628,disgust,"I compete horses, and I had been using a saddle that didn't fit my horse and it ended up causing the horse pain in his back. and I was disgusted with myself because I should have been more aware.","I compete horses, and I had been using a saddle that didn't fit my horse and it ended up causing the horse pain in his back. and I was ... with myself because I should have been more aware.",1
5556,surprise,I was proposed to,I was proposed to,5
2004,fear,when my first child was born,when my first child was born,2
4688,sadness,I failed my driving test that I really wanted to pass,I failed my driving test that I really wanted to pass,4
1286,disgust,I felt disgust when I cleaned my bathroom floor for the first time in a while and realised how dirty it had been,I felt ... when I cleaned my bathroom floor for the first time in a while and realised how dirty it had been,1
1187,disgust,i smelled my dogs poop when i picked it up,i smelled my dogs poop when i picked it up,1
5508,surprise,"I walked into my girlfriend at the time's house with her and heard various noises coming from her living room. Nearly frozen with fear, I thought someone had broken in and was waiting for us. When she turned on the lights, almost all of my friends were waiting for me yelling ""surprise!"" It took me a few moments afterwards to calm down and catch my breath.","I walked into my girlfriend at the time's house with her and heard various noises coming from her living room. Nearly frozen with fear, I thought someone had broken in and was waiting for us. When she turned on the lights, almost all of my friends were waiting for me yelling ""surprise!"" It took me a few moments afterwards to calm down and catch my breath.",5
1484,disgust,Dealing with someone rude,Dealing with someone rude,1
4930,sadness,my grandfather passed away while I was still young. He had lung cancer and I didn't understand why he had to die as I was too young to understand how illnesses work.,my grandfather passed away while I was still young. He had lung cancer and I didn't understand why he had to die as I was too young to understand how illnesses work.,4
5767,surprise,I got into university,I got into university,5
1765,fear,"i was walking home from work late, i worked at a bar and i used to not finish work till 4am my house was 15 mins walk from my work. I would feel fear when someone was walking towards me that late at night. or a specific night when a car drove by slow then u -turned and came back down slowly i felt very scared","i was walking home from work late, i worked at a bar and i used to not finish work till 4am my house was 15 mins walk from my work. I would feel ... when someone was walking towards me that late at night. or a specific night when a car drove by slow then u -turned and came back down slowly i felt very ...",2
4927,sadness,I felt sadness when my aunt was diagnosed with leukemia because she wasn't expected to live very much longer.,I felt ... when my aunt was diagnosed with leukemia because she wasn't expected to live very much longer.,4
2613,joy,I felt joy when I got my new car because I had only had cheap run-around cars before it and it was my first experience of a nice car of my own.,I felt ... when I got my new car because I had only had cheap run-around cars before it and it was my first experience of a nice car of my own.,3
1155,disgust,I was in school and I witnessed someone sneeze snot onto their page.,I was in school and I witnessed someone sneeze snot onto their page.,1
1506,disgust,A child kicked my child and the parent laughed,A child kicked my child and the parent laughed,1
2062,fear,"I felt fear when I found out my ex partner was cheating on me. Because I had invested so much time, I felt humiliated and scared for my future.","I felt ... when I found out my ex partner was cheating on me. Because I had invested so much time, I felt humiliated and ... for my future.",2
1793,fear,a semi-truck almost tipped over in front of my vehicle on a major highway,a semi-truck almost tipped over in front of my vehicle on a major highway,2
5644,surprise,When I had a surprise birthday party because I wasnt expecting it,When I had a surprise birthday party because I wasnt expecting it,5
4748,sadness,I felt sadness when my dog died,I felt ... when my dog died,4
4830,sadness,I had a miscarriage,I had a miscarriage,4
6044,surprise,Last night I was suprised I could smell smoke in my basement,Last night I was ... I could smell smoke in my basement,5
4844,sadness,I felt sadness when my childhood pet passed away suddenly,I felt ... when my childhood pet passed away suddenly,4
5728,surprise,"I found the perfect man for me, and the more time goes on, the more I realized he was the best person for me. Every day is a surprise.","I found the perfect man for me, and the more time goes on, the more I realized he was the best person for me. Every day is a ....",5
381,anger,when I seen a group of kids mocking another kid on the street,when I seen a group of kids mocking another kid on the street,0
1520,disgust,I was 5 and sexually assaulted by my own cousin.,I was 5 and sexually assaulted by my own cousin.,1
231,anger,I was in school all day everyday,I was in school all day everyday,0
2583,joy,was standing under a northern lights display,was standing under a northern lights display,3
410,anger,I found out that my partner of 18.5 years had been sleeping with my next door neighbour,I found out that my partner of 18.5 years had been sleeping with my next door neighbour,0
1284,disgust,I read a news article about a woman beating her 4 year old stepdaughter to death,I read a news article about a woman beating her 4 year old stepdaughter to death,1
5764,surprise,I felt SURPRISE when i found out my parent's were getting a divorce after a long and successful number of years together. I was so sad and unhappy which made me mentally and emotionally unavailable for a while,I felt ... when i found out my parent's were getting a divorce after a long and successful number of years together. I was so sad and unhappy which made me mentally and emotionally unavailable for a while,5
2763,joy,I felt joy when I sung a song with my band in front of a school audience of roughly 1000 people. It was extremely enjoyable and felt very liberating and the experience was overall a major mood booster and had me feeling on top of the world and very joyous.,I felt ... when I sung a song with my band in front of a school audience of roughly 1000 people. It was extremely enjoyable and felt very liberating and the experience was overall a major mood booster and had me feeling on top of the world and very ....,3
5738,surprise,I felt surprise when I achieved a scholarship award for university providing me with an unconditional offer,I felt ... when I achieved a scholarship award for university providing me with an unconditional offer,5
6024,surprise,"having arranged installation of a new boiler with a date of 18th November, I received a call to say it would be installed next Saturday, 6th November","having arranged installation of a new boiler with a date of 18th November, I received a call to say it would be installed next Saturday, 6th November",5
5047,sadness,My girlfriend broke up with me.,My girlfriend broke up with me.,4
1861,fear,My father went insane in the 90's and I was an only child dealing with the madness in solitude.,My father went insane in the 90's and I was an only child dealing with the madness in solitude.,2
2149,fear,"i fear death itself i dont want to die, i fear leaving my grandchildren behind it plays on my mind all the time","i ... death itself i dont want to die, i ... leaving my grandchildren behind it plays on my mind all the time",2
5109,sadness,I felt sadness when the job I was looking forward to working at didn't offer me the salary pay I needed to make the change in jobs.,I felt ... when the job I was looking forward to working at didn't offer me the salary pay I needed to make the change in jobs.,4
1564,disgust,I read a right-wing platform of a recent election,I read a right-wing platform of a recent election,1
5829,surprise,When I found I had passed my driving test,When I found I had passed my driving test,5
2554,joy,I felt joy when I saw my son take his first steps across the living room all by himself.,I felt ... when I saw my son take his first steps across the living room all by himself.,3
275,anger,"i was not called out for an award which i was meant to recieve, my name was skipped mistakenly.","i was not called out for an award which i was meant to recieve, my name was skipped mistakenly.",0
1404,disgust,My daughter bit her sister,My daughter bit her sister,1
1296,disgust,I felt disgust when my ex husband had his friend knock my door at 2am and run away.,I felt ... when my ex husband had his friend knock my door at 2am and run away.,1
470,anger,when I could not go back to my student home because my parents would not drive me early.,when I could not go back to my student home because my parents would not drive me early.,0
2753,joy,I felt joy when i received the news that my wife had given birth to a bouncing baby boy. it was a great moment of joy to me as that was our first child.,I felt ... when i received the news that my wife had given birth to a bouncing baby boy. it was a great moment of ... to me as that was our first child.,3
2170,fear,we were caught in a big storm whilst sailing on a boat.,we were caught in a big storm whilst sailing on a boat.,2
1537,disgust,"The conditions some older people live in, not by choice","The conditions some older people live in, not by choice",1
2844,joy,When I was healthy and could truly participate in fall activities.,When I was healthy and could truly participate in fall activities.,3
1555,disgust,when people exclude others.,when people exclude others.,1
1434,disgust,"I read about the £80 cut to universal credit, familys losing out on money and struggling including myself","I read about the £80 cut to universal credit, familys losing out on money and struggling including myself",1
2664,joy,i felt joy when i received my first assignment back at college this was because a lot of work was put into it and i was worried because i had never done anything like it before. it made me feel joy because i got the highest grade possible.,i felt ... when i received my first assignment back at college this was because a lot of work was put into it and i was worried because i had never done anything like it before. it made me feel ... because i got the highest grade possible.,3
5158,sadness,"I get quite anxious and sad when I think about my family, because we do not often speak","I get quite anxious and ... when I think about my family, because we do not often speak",4
70,anger,somebody stole my jacket,somebody stole my jacket,0
2757,joy,"I spent time with my partner.  I love being around them with all of heart, and they bring me nothing but pure happiness.","I spent time with my partner.  I love being around them with all of heart, and they bring me nothing but pure ....",3
2978,joy,I got to kiss him for the first time in over a year due to covid,I got to kiss him for the first time in over a year due to covid,3
5856,surprise,I felt SURPRISE when I won a radio contest to have a conversation with my favorite musical artist.,I felt ... when I won a radio contest to have a conversation with my favorite musical artist.,5
1211,disgust,of somebody speaking badly about somebody who isnt there to defend themselves,of somebody speaking badly about somebody who isnt there to defend themselves,1
202,anger,I felt anger when I failed critical exams during college due to bullying,I felt ... when I failed critical exams during college due to bullying,0
4805,sadness,i felt sadness when i was refused a job offer because i really wanted that job.,i felt ... when i was refused a job offer because i really wanted that job.,4
2824,joy,Going to disney with my family as a child and now planning to go again in the next few years with everyone again,Going to disney with my family as a child and now planning to go again in the next few years with everyone again,3
4952,sadness,I felt sadness when my cat died and I was not there for her.,I felt ... when my cat died and I was not there for her.,4
234,anger,i was in a restaurant and they forgot my order but they blamed me for it. i was still charged for the meal even though i never received it.,i was in a restaurant and they forgot my order but they blamed me for it. i was still charged for the meal even though i never received it.,0
4853,sadness,I felt sadness when my aunt fell sick.,I felt ... when my aunt fell sick.,4
5503,surprise,When the father of my children proposed to me.,When the father of my children proposed to me.,5
1789,fear,i was having a csection for the birth of my baby,i was having a csection for the birth of my baby,2
1385,disgust,I saw someone being kicked when down,I saw someone being kicked when down,1
143,anger,Someone was picking on my daughter at school,Someone was picking on my daughter at school,0
1167,disgust,"I learned how mysoginistic/disrespectful my coworker is. I've gathered as much from his conversations but this event was personal. I work in the position directly under him but am capable of, and do, a lot of his work, a lot of the time. This is only because I like to stay moving while on the clock while his preferences are the opposite. I work in medicine, and we have a bag for biohazardous waste set up at a certain part of the room. I had taken the bag out but not yet replaced it. One day, he had some biohazardous waste, and instead of replacing the bag (fully capable) or asking me, he simply put his needles and other contagious things on the floor, right next to where the bag would be. When I asked him about it, he said he left it on the floor for me to pick up later. I would be regretful to see how he treats janitors and service staff.","I learned how mysoginistic/disrespectful my coworker is. I've gathered as much from his conversations but this event was personal. I work in the position directly under him but am capable of, and do, a lot of his work, a lot of the time. This is only because I like to stay moving while on the clock while his preferences are the opposite. I work in medicine, and we have a bag for biohazardous waste set up at a certain part of the room. I had taken the bag out but not yet replaced it. One day, he had some biohazardous waste, and instead of replacing the bag (fully capable) or asking me, he simply put his needles and other contagious things on the floor, right next to where the bag would be. When I asked him about it, he said he left it on the floor for me to pick up later. I would be regretful to see how he treats janitors and service staff.",1
2529,joy,at the births of my children.,at the births of my children.,3
1258,disgust,one of my son's classmates was suspended due to sexual misconduct/harassment of a female classmate,one of my son's classmates was suspended due to sexual misconduct/harassment of a female classmate,1
439,anger,People flouted lockdown rules and put others in danger,People flouted lockdown rules and put others in danger,0
396,anger,people do not wear a face mask on public transport,people do not wear a face mask on public transport,0
2738,joy,my husband proposed to me,my husband proposed to me,3
4987,sadness,I lost a friend,I lost a friend,4
1626,disgust,When i found out one of my best friends created a fake social media profile to abuse my girlfriend,When i found out one of my best friends created a fake social media profile to abuse my girlfriend,1
4909,sadness,I felt sadness when my parents dropped me off at my new apartment,I felt ... when my parents dropped me off at my new apartment,4
1950,fear,My daughter's oxygen saturation fell below 80%,My daughter's oxygen saturation fell below 80%,2
2779,joy,"Moving into a flat with my parter. We have been together nearly 5 years now, but moving in about a year ago was a big step forward for us as it meant we had a space that was ours. This filled me with a lot of joy.","Moving into a flat with my parter. We have been together nearly 5 years now, but moving in about a year ago was a big step forward for us as it meant we had a space that was ours. This filled me with a lot of ....",3
5068,sadness,my boyfriend had to return to his home country and we needed to be separated for several months.,my boyfriend had to return to his home country and we needed to be separated for several months.,4
2713,joy,"I felt JOY when my family got my current dog. We had to put our first dog down (a puppy who had very progressive cancer) a few months prior, and we were all ready for another dog. The woman who had trained our puppy knew a family that was looking to give their dog to a new home. She gave the seller our information, and they came to our house with the dog to see if we would be a good family for him. My parents didn't tell my brothers and I that we were going to possibly be getting a new dog. I walked downstairs and saw this big, fluffy, black doodle. I honestly don't know if I have ever been more excited. I was literally jumping up and down with joy. The family ended up giving us the dog, Vinny, free of charge, and he has been the best dog ever. He and I are besties and do everything together!","I felt ... when my family got my current dog. We had to put our first dog down (a puppy who had very progressive cancer) a few months prior, and we were all ready for another dog. The woman who had trained our puppy knew a family that was looking to give their dog to a new home. She gave the seller our information, and they came to our house with the dog to see if we would be a good family for him. My parents didn't tell my brothers and I that we were going to possibly be getting a new dog. I walked downstairs and saw this big, fluffy, black doodle. I honestly don't know if I have ever been more .... I was literally jumping up and down with .... The family ended up giving us the dog, Vinny, free of charge, and he has been the best dog ever. He and I are besties and do everything together!",3
363,anger,I could not understand the teacher who made no effort to explain the concept,I could not understand the teacher who made no effort to explain the concept,0
2166,fear,"my husband and i were long-distance for over a year. We hadn't seen each other in over 7 months and one day, on the phone, he told me it was getting hard for him and he didn't know what to do anymore if things didn't change. The situation was out of my control, I couldn't speed up our time apart and I genuinely feared I would lose my marriage over it.","my husband and i were long-distance for over a year. We hadn't seen each other in over 7 months and one day, on the phone, he told me it was getting hard for him and he didn't know what to do anymore if things didn't change. The situation was out of my control, I couldn't speed up our time apart and I genuinely ... I would lose my marriage over it.",2
5786,surprise,I felt surprise when my fiance proposed.,I felt ... when my fiance proposed.,5
1835,fear,I was stung by a wasp,I was stung by a wasp,2
1127,disgust,drinking off milk that was so off it had little curdles in it,drinking off milk that was so off it had little curdles in it,1
2190,fear,"when I was a passenger in a lorry, travelling up a narrow road. came to a sharp bend with a bridge on it. couldnt go any further. had to reverse the whole way back but before we could reverse we had to go forward. I thought we were going to drive off the verge  and into the river we were that close. I had my 3month old baby with me and I wondered should I get out but the driver re-assuranced me it would be ok and it was. But I was never afraid in all my life.","when I was a passenger in a lorry, travelling up a narrow road. came to a sharp bend with a bridge on it. couldnt go any further. had to reverse the whole way back but before we could reverse we had to go forward. I thought we were going to drive off the verge  and into the river we were that close. I had my 3month old baby with me and I wondered should I get out but the driver re-assuranced me it would be ok and it was. But I was never ... in all my life.",2
2199,fear,I felt fear when I had a practicum orientation,I felt ... when I had a practicum orientation,2
2176,fear,I felt fear doing my teacher training. My mentor would constantly give me negative feedback and I felt extremely anxious each day about our interactions and how the day would work out and whether or not I would complete the year.,I felt ... doing my teacher training. My mentor would constantly give me negative feedback and I felt extremely anxious each day about our interactions and how the day would work out and whether or not I would complete the year.,2
494,anger,my neighbour was playing loud music,my neighbour was playing loud music,0
5966,surprise,"I felt surprise when I took my driving test for the first time. I knew I was a good driver and had practiced very hard for it, but when the actual driving test came, it was like I forgot everything I had learned for the past half year. One small mistake led to the next and the next until I ultimately failed and then proceeded to feel really bad about my driving skills. A month later when I took the test again, I passed with flying colors.","I felt ... when I took my driving test for the first time. I knew I was a good driver and had practiced very hard for it, but when the actual driving test came, it was like I forgot everything I had learned for the past half year. One small mistake led to the next and the next until I ultimately failed and then proceeded to feel really bad about my driving skills. A month later when I took the test again, I passed with flying colors.",5
1508,disgust,I had to clean a messy toilet,I had to clean a messy toilet,1
69,anger,Brexit a few years ago,Brexit a few years ago,0
268,anger,"I had my doctors appointment and they weren't listening to me about how I felt and were just brushing me off, I've had symptoms for over a year and I'm angry I'm yet to have answers or someone seem like they want to actually help.","I had my doctors appointment and they weren't listening to me about how I felt and were just brushing me off, I've had symptoms for over a year and I'm ... I'm yet to have answers or someone seem like they want to actually help.",0
5688,surprise,my friends asked me to be maid of honour,my friends asked me to be maid of honour,5
1557,disgust,Someone made an innapropriate comment about my weight,Someone made an innapropriate comment about my weight,1
5846,surprise,My cat jumped on me in the middle of the night as I was trying to go to sleep,My cat jumped on me in the middle of the night as I was trying to go to sleep,5
4786,sadness,i felt sadness when my dog died because i was with him for 10 years and we were always very close until he fell ill and had to be put down,i felt ... when my dog died because i was with him for 10 years and we were always very close until he fell ill and had to be put down,4
4756,sadness,I felt sadness when I was worried that my girlfriend was going to break up with me.,I felt ... when I was worried that my girlfriend was going to break up with me.,4
1396,disgust,"I felt disguise in the past when my boss called me some bad names and shouted at me, I was quite young at the time and it was quite upsetting","I felt ... in the past when my boss called me some bad names and shouted at me, I was quite young at the time and it was quite upsetting",1
30,anger,my child was rude,my child was rude,0
2737,joy,I got married to my husband,I got married to my husband,3
33,anger,my mother made me feel like a child,my mother made me feel like a child,0
2768,joy,i received a lot of hair clients,i received a lot of hair clients,3
5955,surprise,my husband found out he had a half brother,my husband found out he had a half brother,5
5600,surprise,i had a bad day and my partner surprised me with flowers,i had a bad day and my partner ... me with flowers,5
4901,sadness,I felt sadness when my sister's dog passed away.,I felt ... when my sister's dog passed away.,4
5012,sadness,I couldn't visit my parents during covid lockdowns,I couldn't visit my parents during covid lockdowns,4
1515,disgust,A driver dangerously overtook another car,A driver dangerously overtook another car,1
1663,fear,My home was invaded and I was briefly held at gunpoint but escaped,My home was invaded and I was briefly held at gunpoint but escaped,2
473,anger,when youths dont respect their elders,when youths dont respect their elders,0
5696,surprise,i felt surprise when i had an unexpected birthday party thrown for me because i rarely get to celebrate it.,i felt ... when i had an unexpected birthday party thrown for me because i rarely get to celebrate it.,5
5217,sadness,I lost a pair of earrings that were important to me.,I lost a pair of earrings that were important to me.,4
1373,disgust,The doctors would help me get in touch with a dermatologist for my son,The doctors would help me get in touch with a dermatologist for my son,1
1476,disgust,"I found out my ex girlfriend had cheated on me with my (ex) best friend on our graduation night. I felt so disgusted with the both of them.  Her for cheating on me in the first place, and him for lying straight to my face about it.  I felt so disgusted with the way that they acted.","I found out my ex girlfriend had cheated on me with my (ex) best friend on our graduation night. I felt so ... with the both of them.  Her for cheating on me in the first place, and him for lying straight to my face about it.  I felt so ... with the way that they acted.",1
1246,disgust,when i recived bad customer service and felt unwanted,when i recived bad customer service and felt unwanted,1
1658,fear,A car came towards mine on the outside of a bend and clipped my wing mirror,A car came towards mine on the outside of a bend and clipped my wing mirror,2
1280,disgust,i felt disgust when I read stuff on Facebook about people behave that kids these day going round saying nasty thing to the older people these kids should no better and now that person wont leave there house to go shopping has to ask family to do there shopping for them what has this world come to this makes me feel so disgusts,i felt ... when I read stuff on Facebook about people behave that kids these day going round saying nasty thing to the older people these kids should no better and now that person wont leave there house to go shopping has to ask family to do there shopping for them what has this world come to this makes me feel so ...,1
6001,surprise,I got a payrise at work and a promotion,I got a payrise at work and a promotion,5
1360,disgust,A bird pooped on my coat,A bird pooped on my coat,1
1526,disgust,I see posts of animal cruelty on social media or the news,I see posts of animal cruelty on social media or the news,1
1601,disgust,when a middle aged man was inappropriate towards me when he was sitting next to me on a flight.,when a middle aged man was inappropriate towards me when he was sitting next to me on a flight.,1
2832,joy,"my autistic son first said ""hi mummy"" - it was the first time he called me mummy","my autistic son first said ""hi mummy"" - it was the first time he called me mummy",3
146,anger,My partner made a mess of the house I has just spent hours cleaning. We don't live together so it's my home.,My partner made a mess of the house I has just spent hours cleaning. We don't live together so it's my home.,0
5207,sadness,I felt as if I would never get a job and would become a burden to my family.,I felt as if I would never get a job and would become a burden to my family.,4
5015,sadness,I opened up to a friend about my struggles and they ignored me,I opened up to a friend about my struggles and they ignored me,4
2699,joy,I was finally able to participate in university activities after the pandemic was not high risk.,I was finally able to participate in university activities after the pandemic was not high risk.,3
1623,disgust,how I was treated,how I was treated,1
1271,disgust,I worked throughout the day,I worked throughout the day,1
1270,disgust,I was fired wrongly,I was fired wrongly,1
1531,disgust,When my partner engages in drinking and smoking,When my partner engages in drinking and smoking,1
1158,disgust,my sister's fiance sent a photo of a huge dead bug that they found at their place,my sister's fiance sent a photo of a huge dead bug that they found at their place,1
4839,sadness,"Tonight, my daughter stuck her tongue out at me during a temper tantrum. I yelled at her and sent her to her room for a timeout and she cried for a long time. I felt really disgusted and sad about it.","Tonight, my daughter stuck her tongue out at me during a temper tantrum. I yelled at her and sent her to her room for a timeout and she cried for a long time. I felt really disgusted and ... about it.",4
5983,surprise,someone named their kid after me,someone named their kid after me,5
5066,sadness,I didnt get a job,I didnt get a job,4
4881,sadness,When returning home from a vacation because I didn't want it to be over.,When returning home from a vacation because I didn't want it to be over.,4
